OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
YWHAG,NDEL1,Two-hybrid
APC,RBM4B,Two-hybrid
YWHAE,ENKD1,Two-hybrid
APC,FBXO30,Two-hybrid
ARAF,CHD6,Two-hybrid
TOLLIP,CHD6,Two-hybrid
YWHAE,TBC1D3F,Two-hybrid
APC,ING5,Two-hybrid
SREBF2,ABLIM2,Two-hybrid
MAP3K10,KIAA1804,Two-hybrid
CDC42,PARD6B,Two-hybrid
CTNNA1,ZGPAT,Two-hybrid
YWHAG,CGNL1,Two-hybrid
YWHAZ,CGNL1,Two-hybrid
APC,CGNL1,Two-hybrid
YWHAE,CGNL1,Two-hybrid
RAC1,HPS4,Two-hybrid
APC,NAV3,Two-hybrid
APC,NAV1,Two-hybrid
APC,NAV2,Two-hybrid
MAPK14,CCDC97,Two-hybrid
YWHAE,CEP95,Two-hybrid
YWHAG,CEP95,Two-hybrid
MAPK14,ELMSAN1,Two-hybrid
GRB2,RBM33,Two-hybrid
RAC1,CFAP36,Two-hybrid
CDC42,FMNL2,Two-hybrid
PYGO1,LENG8,Two-hybrid
APC,NOSTRIN,Two-hybrid
RAC1,ARHGAP33,Two-hybrid
GRB2,MSI2,Two-hybrid
MAP4K5,ZNF440,Two-hybrid
MAPK1,MTPN,Two-hybrid
TOLLIP,TOM1L2,Two-hybrid
GRB2,WIPF2,Two-hybrid
PAK1,ZNF418,Two-hybrid
GRB2,SH3D19,Two-hybrid
CDC42,SH3D19,Two-hybrid
CREB1,KIAA2026,Two-hybrid
CDC42,KIAA2026,Two-hybrid
MAPK6,ZNF600,Two-hybrid
PACSIN1,ANKRD24,Two-hybrid
YWHAG,SYNPO2,Two-hybrid
YWHAZ,SYNPO2,Two-hybrid
NFYC,ARID2,Two-hybrid
MAPK14,DDX26B,Two-hybrid
GLUL,HIPK1,Two-hybrid
UBE2I,HIPK1,Two-hybrid
NFYC,KIAA2018,Two-hybrid
MAPK14,MUC12,Two-hybrid
CDC42,MUC12,Two-hybrid
PACSIN1,RTKN2,Two-hybrid
GRB2,NAP1L5,Two-hybrid
GRB2,STK32C,Two-hybrid
PLEKHA5,CCDC88B,Two-hybrid
APC,NCKAP5L,Two-hybrid
PLEKHA5,KANSL1,Two-hybrid
PRKCH,ZBTB8OS,Two-hybrid
APC,NCKAP5,Two-hybrid
PLEKHA5,SOGA1,Two-hybrid
PLEKHA5,WASH2P,Two-hybrid
YWHAG,SIMC1,Two-hybrid
YWHAZ,SIMC1,Two-hybrid
GRB2,MYO18A,Two-hybrid
ARAF,MYO18A,Two-hybrid
APC,POM121C,Two-hybrid
YWHAG,ANKHD1-EIF4EBP3,Two-hybrid
YWHAE,ANKHD1-EIF4EBP3,Two-hybrid
PML,SATB1,Affinity Capture-Western
SATB1,PML,Affinity Capture-Western
SATB1,PML,Reconstituted Complex
PML,SATB1,Affinity Capture-MS
NUDT21,HDAC1,Affinity Capture-Western
NUDT21,HDAC3,Affinity Capture-Western
NUDT21,HDAC10,Affinity Capture-Western
NUDT21,SIRT1,Affinity Capture-Western
NUDT21,SIRT2,Affinity Capture-Western
CREBBP,PAPOLA,Affinity Capture-Western
CREBBP,CPSF6,Affinity Capture-Western
PAPOLA,HDAC1,Affinity Capture-Western
PAPOLA,HDAC3,Affinity Capture-Western
PAPOLA,HDAC10,Affinity Capture-Western
PAPOLA,SIRT1,Affinity Capture-Western
PAPOLA,SIRT2,Affinity Capture-Western
PAPOLA,CPSF6,Affinity Capture-Western
PAPOLA,NUDT21,Affinity Capture-Western
PAPOLA,KPNB1,Affinity Capture-Western
SUV39H1,CABIN1,Affinity Capture-Western
SUV39H1,CABIN1,Reconstituted Complex
CABIN1,SUV39H1,Affinity Capture-Western
ATXN3,UBC,Affinity Capture-Western
STUB1,MAP3K5,Affinity Capture-Western
ESR1,STUB1,Affinity Capture-Western
ESR1,HSPA8,Affinity Capture-Western
ESR1,HSP90AA1,Affinity Capture-Western
COPS3,DDB1,Affinity Capture-MS
COPS3,CUL1,Affinity Capture-MS
COPS3,CUL2,Affinity Capture-MS
COPS3,CUL3,Affinity Capture-MS
COPS3,CUL4A,Affinity Capture-MS
COPS3,CUL4B,Affinity Capture-MS
COPS3,HSP90AA1,Affinity Capture-MS
COPS3,GPS1,Affinity Capture-MS
COPS3,COPS2,Affinity Capture-MS
COPS3,COPS3,Affinity Capture-MS
COPS3,COPS4,Affinity Capture-MS
COPS3,COPS5,Affinity Capture-MS
COPS3,COPS6,Affinity Capture-MS
COPS3,COPS7A,Affinity Capture-MS
COPS3,COPS8,Affinity Capture-MS
CUL1,CAND1,Affinity Capture-MS
CUL1,CAND1,Affinity Capture-Western
CUL1,GPS1,Affinity Capture-Western
CUL1,COPS2,Affinity Capture-Western
CUL1,COPS4,Affinity Capture-Western
CUL1,COPS5,Affinity Capture-Western
CAND1,CUL1,Affinity Capture-Western
GPS1,CUL1,Affinity Capture-Western
COPS2,CUL1,Affinity Capture-Western
COPS4,CUL1,Affinity Capture-Western
COPS5,CUL1,Affinity Capture-Western
SUMO1,MITF,Affinity Capture-Western
UBE2I,MITF,Reconstituted Complex
MITF,PIAS1,Reconstituted Complex
MITF,PIAS3,Reconstituted Complex
MITF,PIAS2,Reconstituted Complex
PIAS2,MITF,Reconstituted Complex
SMAD2,UCHL5,Reconstituted Complex
SMAD3,UCHL5,Reconstituted Complex
SMAD7,UCHL5,Reconstituted Complex
SMAD7,UCHL5,Affinity Capture-Western
SMAD7,TGFBR1,Affinity Capture-Western
MDM4,CSNK1A1,Affinity Capture-Western
MDM4,TP53,Affinity Capture-Western
CSNK1A1,MDM4,Reconstituted Complex
EP300,HDAC3,Reconstituted Complex
KAT2B,HDAC3,Reconstituted Complex
HDAC3,MEF2D,Biochemical Activity
SRF,HDAC3,Affinity Capture-Western
MEF2D,HDAC3,Affinity Capture-Western
HDAC3,MEF2D,Affinity Capture-Western
MEF2D,HDAC4,Affinity Capture-Western
KAT2B,MEF2D,Affinity Capture-Western
KAT2B,HDAC3,Affinity Capture-Western
HDAC3,EP300,Affinity Capture-Western
SRC,EGFR,Affinity Capture-Western
SRC,PDGFRB,Affinity Capture-Western
ESRRA,ESRRG,Affinity Capture-Western
ESRRG,ESRRA,Affinity Capture-Western
PSMD10,MDM2,Affinity Capture-Western
HDAC7,ESR1,Affinity Capture-Western
ESR1,HDAC7,Affinity Capture-Western
FOXA1,HDAC7,Affinity Capture-Western
HDAC7,FOXA1,Affinity Capture-Western
TARDBP,HDAC6,Affinity Capture-RNA
SMC3,WFDC5,Affinity Capture-Western
SMC3,PDS5A,Affinity Capture-Western
CDKN2A,PIAS2,Two-hybrid
PIAS2,CDKN2A,Affinity Capture-Western
CDKN2A,PIAS2,Affinity Capture-Western
TP53,PIAS2,Affinity Capture-Western
PIAS2,TP53,Affinity Capture-Western
KAT5,SIRT1,Affinity Capture-Western
SIRT1,KAT5,Affinity Capture-Western
RUVBL2,RUVBL1,Reconstituted Complex
BRD2,BRD2,Co-crystal Structure
BRD2,BRD2,Affinity Capture-Western
BRD2,HIST1H4A,Reconstituted Complex
PBK,H2AFX,Reconstituted Complex
PBK,H2AFX,Biochemical Activity
MAPK8,H2AFX,Reconstituted Complex
ANP32A,SET,Affinity Capture-Western
KAT2B,SERTAD1,Affinity Capture-Western
KAT2B,SERTAD2,Affinity Capture-Western
SUPT7L,SERTAD1,Affinity Capture-Western
SUPT7L,SERTAD2,Affinity Capture-Western
SERTAD1,SUPT7L,Reconstituted Complex
SERTAD2,SUPT7L,Reconstituted Complex
SERTAD1,KAT2B,Reconstituted Complex
SERTAD2,KAT2B,Reconstituted Complex
SERTAD1,TRIM28,Affinity Capture-Western
SERTAD2,TRIM28,Affinity Capture-Western
TRIM28,SERTAD1,Reconstituted Complex
TRIM28,SERTAD2,Reconstituted Complex
HDAC3,XPO1,Affinity Capture-Western
SERTAD2,XPO1,Affinity Capture-Western
XPO1,SERTAD2,Reconstituted Complex
BCL3,CYLD,Affinity Capture-Western
CYLD,HDAC6,Affinity Capture-Western
CYLD,HDAC6,Reconstituted Complex
ESR1,HDAC4,Reconstituted Complex
ESR1,HDAC5,Reconstituted Complex
ESR1,HDAC9,Reconstituted Complex
UPF3B,EIF4A3,Co-fractionation
UPF3B,EIF4A3,Affinity Capture-Western
SETDB1,POU5F1,Affinity Capture-Western
POU5F1,SETDB1,Affinity Capture-Western
SETD7,RELA,Biochemical Activity
DOT1L,MLLT6,Two-hybrid
MLLT6,DOT1L,Two-hybrid
MLLT6,DOT1L,Reconstituted Complex
MLLT6,DOT1L,Affinity Capture-Western
MDM2,PSMD10,Affinity Capture-Western
MDM2,TP53,Affinity Capture-Western
TP53,PSMD10,Affinity Capture-Western
TP53,MDM2,Affinity Capture-Western
PSMD10,MDM2,Reconstituted Complex
MDM2,UBC,Reconstituted Complex
SKP1,ZC3HC1,Reconstituted Complex
ZC3HC1,RBX1,Affinity Capture-Western
ZC3HC1,CUL1,Affinity Capture-Western
ZC3HC1,SKP1,Affinity Capture-Western
ZC3HC1,CUL1,Reconstituted Complex
ZC3HC1,SKP1,Reconstituted Complex
ZC3HC1,CCNB1,Affinity Capture-Western
TRIM27,TAL1,Affinity Capture-Western
USP15,UBC,Reconstituted Complex
PARK2,PSMA4,Two-hybrid
PSMA4,Park2,Affinity Capture-Western
PARK2,PSMA4,Affinity Capture-Western
PSMA4,PARK2,Affinity Capture-Western
KEAP1,NFE2L2,Affinity Capture-Western
KEAP1,CUL3,Affinity Capture-Western
KEAP1,RBX1,Affinity Capture-Western
GAN,CUL3,Affinity Capture-Western
GAN,RBX1,Affinity Capture-Western
ENC1,CUL3,Affinity Capture-Western
ENC1,RBX1,Affinity Capture-Western
KLHL41,CUL3,Affinity Capture-Western
KLHL41,RBX1,Affinity Capture-Western
HIST1H4A,RBBP7,Affinity Capture-MS
HIST1H4A,FKBP14,Affinity Capture-MS
HIST1H4A,ASF1A,Affinity Capture-MS
HIST1H4A,DNAJC9,Affinity Capture-MS
HIST1H4A,RBBP4,Affinity Capture-MS
HIST1H4A,HAT1,Affinity Capture-MS
HIST1H4A,DAXX,Affinity Capture-MS
HIST1H4A,MCM6,Affinity Capture-MS
HIST1H4A,MCM4,Affinity Capture-MS
HIST1H4A,MCM7,Affinity Capture-MS
MCM2,HIST1H4A,Affinity Capture-Western
HIST1H4A,MCM2,Affinity Capture-MS
HIST1H4A,MCM2,Affinity Capture-Western
HIST1H4A,MCM3,Affinity Capture-Western
HIST1H4A,MCM4,Affinity Capture-Western
HIST1H4A,MCM5,Affinity Capture-Western
HIST1H4A,MCM6,Affinity Capture-Western
HIST1H4A,MCM7,Affinity Capture-Western
HIST1H4A,DAXX,Affinity Capture-Western
BIRC2,RIPK1,Biochemical Activity
KANSL1,KAT8,Affinity Capture-Western
KANSL1,WDR5,Affinity Capture-Western
KAT8,TP53,Biochemical Activity
DMAP1,PCNA,Affinity Capture-Western
DMAP1,CHAF1A,Affinity Capture-Western
DMAP1,H2AFX,Affinity Capture-Western
DMAP1,RUVBL1,Affinity Capture-Western
NPM1,PADI4,Affinity Capture-Western
NPM1,PADI4,Reconstituted Complex
PADI4,NPM1,Biochemical Activity
ATAD2,MYC,Affinity Capture-Western
ATAD2,MYC,Reconstituted Complex
EP300,CHUK,Co-localization
EP300,NOTCH1,Affinity Capture-Western
EP300,ESR1,Affinity Capture-Western
ELP2,IKBKAP,Affinity Capture-Western
ELP2,ELP3,Affinity Capture-Western
ELP2,ELP4,Affinity Capture-Western
IKBKAP,ELP2,Affinity Capture-Western
IKBKAP,ELP3,Affinity Capture-Western
IKBKAP,ELP4,Affinity Capture-Western
ELP3,ELP2,Affinity Capture-Western
ELP3,IKBKAP,Affinity Capture-Western
ELP3,ELP4,Affinity Capture-Western
ELP3,PCNA,Affinity Capture-Western
DNMT3A,HIST1H3A,Reconstituted Complex
NR1H4,PRKDC,Affinity Capture-MS
NR1H4,XRCC6,Affinity Capture-MS
NR1H4,XRCC5,Affinity Capture-MS
NR1H4,PRKDC,Reconstituted Complex
NR1H4,XRCC6,Reconstituted Complex
NR1H4,XRCC5,Reconstituted Complex
NR1H4,PRKDC,Affinity Capture-Western
NR1H4,XRCC6,Affinity Capture-Western
NR1H4,XRCC5,Affinity Capture-Western
EP300,ELSPBP1,Affinity Capture-Western
EP300,SOX9,Affinity Capture-Western
SOX9,EP300,Affinity Capture-Western
SOX9,SCX,Affinity Capture-Western
CHAF1A,PCNA,Reconstituted Complex
HR,HDAC1,Affinity Capture-Western
DTX3L,HIST1H4A,Biochemical Activity
SNW1,CCNT1,Affinity Capture-Western
SNW1,MYC,Affinity Capture-Western
MYC,SNW1,Affinity Capture-Western
MYC,CCNT1,Affinity Capture-Western
CCNT1,CDK9,Affinity Capture-Western
SNW1,CDK9,Affinity Capture-Western
MYC,CDK9,Affinity Capture-Western
MYC,TRRAP,Affinity Capture-Western
SNW1,KMT2A,Affinity Capture-Western
SNW1,MEN1,Affinity Capture-Western
MYC,MEN1,Affinity Capture-Western
MEN1,SNW1,Affinity Capture-Western
MEN1,KMT2A,Affinity Capture-Western
MEN1,MYC,Affinity Capture-Western
SNW1,MEN1,Reconstituted Complex
MYC,MEN1,Reconstituted Complex
BAP1,HCFC1,Affinity Capture-MS
BAP1,ASXL1,Affinity Capture-MS
BAP1,ASXL2,Affinity Capture-MS
BAP1,HSPA2,Affinity Capture-MS
BAP1,FOXK2,Affinity Capture-MS
BAP1,FOXK1,Affinity Capture-MS
BAP1,KDM1B,Affinity Capture-MS
BAP1,HAT1,Affinity Capture-MS
BAP1,ANKRD17,Affinity Capture-MS
BAP1,HCFC1,Affinity Capture-Western
HCFC1,BAP1,Affinity Capture-Western
BAP1,HCFC1,Biochemical Activity
FBXW7,CCNE1,Affinity Capture-Western
GATA3,MDM2,Affinity Capture-Western
TRIM63,TCAP,Two-hybrid
TRIM63,NEB,Two-hybrid
TRIM63,TNNI2,Two-hybrid
TRIM63,TNNT1,Two-hybrid
TRIM63,TNNT3,Two-hybrid
TRIM63,AK1,Two-hybrid
TRIM63,MYOT,Two-hybrid
TRIM63,TTN,Two-hybrid
TRIM63,NRAP,Two-hybrid
TRIM63,MYL2,Two-hybrid
TRIM63,CKM,Two-hybrid
TRIM63,ALDOA,Two-hybrid
TRIM63,PKM,Two-hybrid
TRIM63,AKR7A2,Two-hybrid
TRIM63,PDHB,Two-hybrid
TRIM63,UQCRC1,Two-hybrid
TRIM63,HIBADH,Two-hybrid
CUL2,VHL,Affinity Capture-Western
CUL2,TCEB2,Affinity Capture-Western
CUL2,TCEB1,Affinity Capture-Western
CUL1,BTRC,Affinity Capture-Western
CUL1,SKP1,Affinity Capture-Western
BRCA1,TOP2A,Affinity Capture-Western
TOP2A,BRCA1,Affinity Capture-Western
BRCA1,TOP2A,Reconstituted Complex
HIST1H3A,CDYL,Affinity Capture-MS
HIST1H3A,CDYL,Affinity Capture-Western
CREBBP,TP53,Biochemical Activity
EP300,TP53,Biochemical Activity
EP300,HIST1H3A,Biochemical Activity
SIRT2,HIST1H3A,Biochemical Activity
UHRF1,DNMT3A,Affinity Capture-Western
UHRF1,DNMT3B,Affinity Capture-Western
DNMT3A,UHRF1,Affinity Capture-Western
DNMT3B,UHRF1,Affinity Capture-Western
DIO2,TCEB2,Affinity Capture-Western
DIO2,CUL5,Affinity Capture-Western
DIO2,TCEB1,Affinity Capture-Western
DIO2,RBX1,Affinity Capture-Western
WSB1,DIO2,Reconstituted Complex
DIO2,WSB1,Reconstituted Complex
SIM2,PARK2,Affinity Capture-Western
SIM2,ARIH1,Affinity Capture-Western
PARK2,SIM2,Affinity Capture-Western
ARIH1,SIM2,Affinity Capture-Western
CBL,AXL,Affinity Capture-Western
SKP2,RAG2,Protein-peptide
SMAD7,ITCH,Affinity Capture-Western
ITCH,SMAD7,Affinity Capture-Western
SMAD7,TGFBR1,Affinity Capture-Western
UHRF1,KAT5,Affinity Capture-Western
UHRF1,DNMT1,Affinity Capture-Western
UHRF1,HDAC1,Affinity Capture-Western
BRCA1,TERF1,Affinity Capture-Western
BRCA1,TERF2,Affinity Capture-Western
TERF1,BRCA1,Affinity Capture-Western
TERF2,BRCA1,Affinity Capture-Western
HDAC1,HSF1,Affinity Capture-Western
HDAC2,HSF1,Affinity Capture-Western
PPARA,TRA,Co-localization
PARP1,PIAS4,Affinity Capture-Western
PIAS4,PARP1,Reconstituted Complex
PARP1,PIAS4,Reconstituted Complex
MAPK3,BAZ1B,Biochemical Activity
MAPK14,BAZ1B,Biochemical Activity
MAPK9,BAZ1B,Biochemical Activity
KAT2B,CDCA4,Affinity Capture-Western
CDCA4,KAT2B,Reconstituted Complex
CDCA4,SUPT7L,Reconstituted Complex
SUPT7L,CDCA4,Affinity Capture-Western
CDCA4,TRIM28,Affinity Capture-Western
TRIM28,CDCA4,Reconstituted Complex
CDCA4,XPO1,Affinity Capture-Western
CDCA4,XPO1,Reconstituted Complex
SALL4,POU5F1,Affinity Capture-Western
SALL4,NANOG,Affinity Capture-Western
CHAF1A,RPA1,Affinity Capture-Western
CHAF1A,XPC,Affinity Capture-Western
EHMT2,UHRF1,Affinity Capture-Western
UHRF1,EHMT2,Affinity Capture-Western
PRDM16,SMAD2,Affinity Capture-Western
PRDM16,SMAD3,Affinity Capture-Western
PRDM16,SKI,Affinity Capture-Western
SKI,PRDM16,Affinity Capture-Western
NCOA6,KMT2B,Affinity Capture-MS
NCOA6,KMT2C,Affinity Capture-MS
NCOA6,KDM6A,Affinity Capture-MS
NCOA6,UTY,Affinity Capture-MS
NCOA6,PAXIP1,Affinity Capture-MS
NCOA6,ASH2L,Affinity Capture-MS
NCOA6,RBBP5,Affinity Capture-MS
NCOA6,DPY30,Affinity Capture-MS
NCOA6,WDR5,Affinity Capture-MS
MORF4L1,H3F3A,Affinity Capture-Western
CCNDBP1,SIRT6,Affinity Capture-Western
CCNDBP1,SIRT6,Reconstituted Complex
RCOR1,ZNF217,Affinity Capture-Western
CTBP1,ZNF217,Affinity Capture-Western
MXD1,KDM5A,Affinity Capture-Western
AR,MDN1,Two-hybrid
AR,NLRP10,Two-hybrid
AR,SMARCA2,Two-hybrid
AR,SMARCA4,Two-hybrid
AR,ZBTB16,Two-hybrid
AR,MED24,Two-hybrid
AR,DENND5A,Two-hybrid
AR,ZBTB1,Two-hybrid
AR,MED12L,Two-hybrid
AR,SMARCD1,Two-hybrid
AR,SPOP,Two-hybrid
AR,MLH3,Two-hybrid
AR,KIFAP3,Two-hybrid
PARP1,IMMT,Affinity Capture-MS
PARP1,IMMT,Affinity Capture-Western
ATR,ATM,Biochemical Activity
BANF1,DDB1,Affinity Capture-MS
BANF1,DDB2,Affinity Capture-MS
BANF1,CHD4,Affinity Capture-MS
BANF1,SMOC2,Affinity Capture-MS
BANF1,MDC1,Affinity Capture-MS
BANF1,CBX3,Affinity Capture-MS
BANF1,RECQL,Affinity Capture-MS
BANF1,NUMA1,Affinity Capture-MS
BANF1,DPY30,Affinity Capture-MS
BANF1,ACTL6A,Affinity Capture-MS
BANF1,HDAC1,Affinity Capture-MS
BANF1,HDAC2,Affinity Capture-MS
BANF1,PKM,Affinity Capture-MS
BANF1,FLNA,Affinity Capture-MS
BANF1,ACIN1,Affinity Capture-MS
BANF1,CHAF1B,Affinity Capture-MS
BANF1,CBX1,Affinity Capture-MS
BANF1,MTA2,Affinity Capture-MS
BANF1,HNRNPC,Affinity Capture-MS
BANF1,RBBP7,Affinity Capture-MS
BANF1,SMARCC2,Affinity Capture-MS
BANF1,APTX,Affinity Capture-MS
BANF1,SNRPD3,Affinity Capture-MS
BANF1,PARP1,Affinity Capture-MS
BANF1,TUFM,Affinity Capture-MS
BANF1,TRA2B,Affinity Capture-MS
BANF1,EVC2,Affinity Capture-MS
BANF1,HMGA1,Affinity Capture-MS
BANF1,ATP5J,Affinity Capture-MS
BANF1,LMNB2,Affinity Capture-MS
BANF1,SMARCA2,Affinity Capture-MS
BANF1,EHMT2,Affinity Capture-MS
BANF1,SUB1,Affinity Capture-MS
BANF1,CD2BP2,Affinity Capture-MS
BANF1,PAEP,Affinity Capture-MS
BANF1,BANF1,Affinity Capture-MS
BANF1,BCL7C,Affinity Capture-MS
BANF1,PSIP1,Affinity Capture-MS
BANF1,HSPA1B,Affinity Capture-MS
BANF1,ZNF428,Affinity Capture-MS
BANF1,LMNA,Affinity Capture-MS
BANF1,HNRNPD,Affinity Capture-MS
BANF1,SMARCE1,Affinity Capture-MS
BANF1,KRT16,Affinity Capture-MS
BANF1,XPC,Affinity Capture-MS
PARP1,BANF1,Affinity Capture-Western
DPF2,BANF1,Affinity Capture-Western
RBBP4,BANF1,Affinity Capture-Western
RBBP7,BANF1,Affinity Capture-Western
DDB2,BANF1,Affinity Capture-Western
CUL4A,BANF1,Affinity Capture-Western
DDB2,EMD,Affinity Capture-Western
CUL4A,EMD,Affinity Capture-Western
SP1,DNMT1,Affinity Capture-Western
DNMT1,SP1,Affinity Capture-Western
SP3,DNMT1,Affinity Capture-Western
DNMT1,SP3,Affinity Capture-Western
CTBP1,CTBP1,Affinity Capture-Western
CTBP2,CTBP2,Affinity Capture-Western
CTBP2,EP300,Affinity Capture-Western
CTBP2,ZEB1,Affinity Capture-Western
CTBP2,EHMT2,Affinity Capture-Western
CTBP2,ZNF217,Affinity Capture-Western
CTBP2,RCOR1,Affinity Capture-Western
CTBP2,HDAC2,Affinity Capture-Western
LCOR,HDAC6,Reconstituted Complex
ZNF224,PRMT5,Affinity Capture-Western
PRMT5,ZNF224,Affinity Capture-Western
ZNF224,PRMT5,Reconstituted Complex
HNF4A,FOXO1,Affinity Capture-Western
NFKB1,ZFP36,Affinity Capture-Western
ZFP36,HDAC1,Affinity Capture-Western
ZFP36,HDAC3,Affinity Capture-Western
ZFP36,HDAC7,Affinity Capture-Western
HDAC6,MAPRE1,Affinity Capture-Western
HDAC6,ACTR1A,Affinity Capture-Western
LMNA,RBBP4,Two-hybrid
LMNA,RBBP4,Reconstituted Complex
SNCA,SNCAIP,Affinity Capture-Western
SNCAIP,SNCA,Affinity Capture-Western
SNCAIP,PARK2,Affinity Capture-Western
ATF3,TP53,Affinity Capture-Western
TP53,ATF3,Reconstituted Complex
ATF3,TP53,Reconstituted Complex
MDM2,TP53,Reconstituted Complex
MDM2,ATF3,Reconstituted Complex
EPM2A,NHLRC1,Reconstituted Complex
NHLRC1,EPM2A,Two-hybrid
NHLRC1,EPM2A,Affinity Capture-Western
EPM2A,NHLRC1,Affinity Capture-Western
NHLRC1,EPM2A,Biochemical Activity
PCNA,ING2,Affinity Capture-Western
SPHK2,HIST1H3A,Affinity Capture-Western
MBTPS1,HDAC1,Biochemical Activity
MBTPS1,HDAC1,Affinity Capture-Western
MBTPS1,HDAC2,Affinity Capture-Western
AXIN1,gsk-3,Affinity Capture-Western
FOXO1,HOXA11,Affinity Capture-Western
AXIN1,GSK3B,Affinity Capture-Western
NUPR1,MYOD1,Affinity Capture-Western
ESR1,FLII,Reconstituted Complex
ACTL6A,FLII,Affinity Capture-Western
CBX7,HDAC2,Affinity Capture-MS
CBX7,HDAC2,Affinity Capture-Western
CBX7,HDAC2,Reconstituted Complex
CBX7,HDAC2,Biochemical Activity
EHMT2,CBX1,Reconstituted Complex
PCNA,EGFR,Affinity Capture-Western
EGFR,PCNA,Affinity Capture-Western
EGFR,PCNA,Biochemical Activity
PCNA,FEN1,Affinity Capture-Western
PCNA,CDKN1A,Affinity Capture-Western
BRD2,TBP,Reconstituted Complex
E2F1,BRD2,Affinity Capture-Western
E2F1,TBP,Affinity Capture-Western
BRD2,E2F1,Affinity Capture-Western
BRD2,TBP,Affinity Capture-Western
SMYD2,TP53,Biochemical Activity
SETD7,TP53,Biochemical Activity
TP53,SMYD2,Affinity Capture-Western
IKZF4,FOXP3,Affinity Capture-Western
FOXP3,IKZF4,Affinity Capture-Western
FOXP3,IKZF4,Reconstituted Complex
IKZF4,FOXP3,Reconstituted Complex
FOXP3,IKZF4,Two-hybrid
HDAC1,HDAC2,Affinity Capture-Western
HDAC1,MBD3,Affinity Capture-Western
HDAC2,HDAC1,Affinity Capture-Western
HDAC2,MBD3,Affinity Capture-Western
MBD3,HDAC1,Affinity Capture-Western
MBD3,HDAC2,Affinity Capture-Western
CIITA,HDAC2,Affinity Capture-Western
HDAC2,CIITA,Biochemical Activity
PA2G4,RNF20,Reconstituted Complex
PKN1,HDAC6,Affinity Capture-Western
PKN1,HDAC6,Reconstituted Complex
NANOG,MED12,Two-hybrid
MED12,NANOG,Affinity Capture-Western
HDAC6,FAT1,Affinity Capture-Western
UBD,HDAC6,Reconstituted Complex
SKI,SMAD2,Affinity Capture-Western
SKI,SMAD3,Affinity Capture-Western
SKI,SMAD4,Affinity Capture-Western
SKI,PRMT5,Affinity Capture-Western
SKI,HDAC3,Affinity Capture-Western
SKI,TBL1XR1,Affinity Capture-Western
SKI,NCOR1,Affinity Capture-Western
BHLHE41,CEBPB,Affinity Capture-Western
CEBPB,HDAC1,Affinity Capture-Western
HDAC7,PRKD1,Affinity Capture-Western
MAZ,FOS,Far Western
MAZ,JUN,Far Western
MAZ,FOS,Affinity Capture-Western
MAZ,JUN,Affinity Capture-Western
EZH1,EZH1,Affinity Capture-Western
EZH1,EZH2,Affinity Capture-Western
EZH1,SUZ12,Affinity Capture-Western
EZH1,EED,Affinity Capture-Western
EZH2,EZH1,Affinity Capture-Western
EZH2,EZH2,Affinity Capture-Western
EZH2,SUZ12,Affinity Capture-Western
EZH2,EED,Affinity Capture-Western
SUZ12,EZH1,Affinity Capture-Western
SUZ12,EZH2,Affinity Capture-Western
SUZ12,SUZ12,Affinity Capture-Western
SUZ12,EED,Affinity Capture-Western
EED,EZH1,Affinity Capture-Western
EED,EZH2,Affinity Capture-Western
EED,SUZ12,Affinity Capture-Western
EED,EED,Affinity Capture-Western
EZH1,EED,Affinity Capture-Western
EZH1,SUZ12,Affinity Capture-Western
EZH1,EZH2,Affinity Capture-Western
EZH2,EED,Affinity Capture-Western
EZH2,SUZ12,Affinity Capture-Western
EED,SUZ12,Affinity Capture-Western
EED,EZH2,Affinity Capture-Western
EHMT2,RELB,Co-localization
CBX3,RELB,Co-localization
EHMT2,RELB,Reconstituted Complex
APPL1,MTA2,Affinity Capture-Western
APPL1,HDAC1,Affinity Capture-Western
APPL1,HDAC2,Affinity Capture-Western
APPL1,RBBP4,Affinity Capture-Western
APPL1,RBBP7,Affinity Capture-Western
HDAC1,MTA2,Affinity Capture-Western
HDAC1,RBBP4,Affinity Capture-Western
HDAC1,RBBP7,Affinity Capture-Western
MTA2,HDAC1,Affinity Capture-Western
MTA2,HDAC2,Affinity Capture-Western
MTA2,RBBP4,Affinity Capture-Western
APPL1,HDAC1,Reconstituted Complex
APPL1,HDAC2,Reconstituted Complex
APPL1,HDAC2,Biochemical Activity
CHEK2,FOXM1,Biochemical Activity
NFYA,NFYB,Affinity Capture-Western
CHD1L,XRCC6,Affinity Capture-MS
CHD1L,PARP1,Affinity Capture-MS
CHD1L,HIST2H2AA4,Affinity Capture-MS
CHD1L,HIST3H2A,Affinity Capture-MS
CHD1L,XRCC5,Affinity Capture-MS
CHD1L,H2AFX,Affinity Capture-MS
CHD1L,RPA3,Affinity Capture-MS
CHD1L,SUPT16H,Affinity Capture-MS
CHD1L,H3F3AP6,Affinity Capture-MS
CHD1L,H2AFZ,Affinity Capture-MS
CHD1L,RPA2,Affinity Capture-MS
CHD1L,PRKDC,Affinity Capture-MS
CHD1L,PARP2,Affinity Capture-MS
CHD1L,HIST1H2BK,Affinity Capture-MS
CHD1L,HIST1H2BB,Affinity Capture-MS
PTK2B,MBD2,Two-hybrid
PTK2B,MBD2,Reconstituted Complex
